ntsbno,eventtype,mkey,eventdate_ntsb,city,state,country,reportno,n,hassafetyrec,reporttype,originalpublishdate,highestinjurylevel,fatalinjurycount,seriousinjurycount,minorinjurycount,probablecause,eventid,latitude,longitude,make,model,aircraftcategory,airportid_ntsb,airportname,amateurbuilt,numberofengines,scheduled,purposeofflight,far,aircraftdamage,weathercondition,operator,reportstatus,repgenflag,docketurl,docketpublishdate,station,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,wxcodes,metar,airportid_metar,weatherstation,eventdate_metar,weather_source,distance_nm,time_diff
CEN13CA279,ACC,86901,2013-05-13 18:00:00+00:00,Meriden,Kansas,United States,,N1818J,FALSE,DirectorBrief,2013-07-23T04:00:00Z,None,0,0,0,The pilot electing to land at an airport with a runway environment that precluded a go-around with the tailwind weather conditions present which resulted in a runway excursion during the landing.,,39.158332,-95.591667,PIPER,PA-28-140,AIR,81KS,Blackhawk Airport,FALSE,1,,PERS,091,Substantial,VMC,DAVEY RICHARD A,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86901,6/14/2013 18:15,TOP,2013-05-13 17:53:00+00:00,75,49,39.75,140,8,,10,30.07,0,M,KTOP 131753Z 14008KT 10SM CLR 24/09 A3007 RMK AO2 SLP178 T02390094 10239 20089 56013,81KS,TOP,2013-05-13 18:00:00+00:00,FALLBACK,5.398442020442792,0 days 00:07:00
DCA13CA088,ACC,86862,2013-05-10 12:24:00+00:00,Cocoa Beach,Florida,United States,,CBP113,FALSE,DirectorBrief,2014-02-26T05:00:00Z,None,0,0,0,"an improper flare leading to a nose-wheel first touchdown, which resulted in a pilot induced oscillation (PIO).  The PIO caused the UAS to pitch up abruptly on the third nose gear contact with the runway, resulting in the separation of the nose wheel assembly from the landing gear strut.",,28.4675,-80.566665,GENERAL ATOMICS,MQ-9,UNMANNED,XMR,Patrick AFB Skid Strip,FALSE,1,,PUBF,PUBU,Substantial,VMC,Customs and Border Protection,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86862,1/31/2014 13:30,XMR,2013-05-10 11:58:00+00:00,71.78,70.34,95.22,110,2,,10,30.1,0,M,KXMR 101158Z AUTO 11002KT 10SM CLR 22/21 A3010 RMK AO2 SLP196 T02210213 10221 20167 53002,XMR,KXMR,2013-05-10 12:24:00+00:00,PRIMARY,0,0 days 00:26:00
CEN13LA261,ACC,86833,2013-05-06 11:40:00+00:00,Staples,Minnesota,United States,,N161KT,FALSE,DirectorBrief,2013-12-11T05:00:00Z,None,0,0,0,"The pilot’s misjudged landing flare, which resulted in a porpoised landing.",,46.380832,-94.806663,Cirrus Design Corporation,SR20,AIR,KSAZ,Staples Municipal Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86833,7/31/2013 19:04,SAZ,2013-05-06 11:33:00+00:00,37.4,37.4,100,0,0,,10,30.12,0,M,KSAZ 061133Z AUTO 00000KT 10SM OVC090 03/03 A3012 RMK AO2,KSAZ,KSAZ,2013-05-06 11:40:00+00:00,PRIMARY,0,0 days 00:07:00
WPR13LA210,ACC,86749,2013-04-28 19:59:00+00:00,Bryce,Utah,United States,,N2589U,FALSE,DirectorBrief,2015-08-11T04:00:00Z,None,0,0,0,"The pilot's failure to establish the minimum liftoff speed during takeoff with the airplane over its maximum gross weight, which resulted in the airplane’s failure to climb and a subsequent loss of directional control and a runway excursion.",,37.70639,-112.145835,PIPER,PA46-500TP,AIR,BCE,Bryce Canyon,FALSE,1,,PERS,091,Substantial,VMC,Richard Alden,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86749,6/26/2015 15:55,BCE,2013-04-28 19:53:00+00:00,67,13,12.15,270,6,,10,30.21,0,M,KBCE 281953Z AUTO 27006KT 10SM CLR 19/M11 A3021 RMK AO2 SLP148 T01941106,BCE,KBCE,2013-04-28 19:59:00+00:00,PRIMARY,0,0 days 00:06:00
CEN13LA243,ACC,86752,2013-04-28 09:50:00+00:00,Albuquerque,New Mexico,United States,,N4420C,FALSE,DirectorBrief,2013-08-13T04:00:00Z,Minor,0,0,2,The pilot’s failure to maintain directional control during the landing roll.,,35.145278,-106.79528,CESSNA,195B,AIR,KAEG,Double Eagle II Airport,FALSE,1,,PERS,091,Substantial,VMC,Ronald S. Harmon,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86752,6/14/2013 15:16,BCE,2013-04-28 09:53:00+00:00,31,16,53.44,270,9,,10,30.27,0,M,KBCE 280953Z AUTO 27009KT 10SM CLR M01/M09 A3027 RMK AO2 SLP168 T10061089,BCE,KBCE,2013-04-28 09:50:00+00:00,PRIMARY,0,0 days 00:03:00
CEN13IA270,INC,86858,2013-04-24 17:20:00+00:00,Clearwater,Florida,United States,,N139SL,FALSE,DirectorBrief,2014-03-24T04:00:00Z,None,0,0,0,"The failure of the nose landing gear steering manifold during landing, which resulted in an uncommanded and uncontrollable right turn, and the overhaul facility’s improper overhaul of the nose landing gear steering manifold.",,27.905,-82.687225,PIAGGIO,P180,AIR,KPIE,St Petersburg-Clearwater Inter,FALSE,2,,BUS,091,Minor,VMC,AVANTAIR INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86858,1/31/2014 17:23,PIE,2013-04-24 16:53:00+00:00,82,58,43.87,110,8,,10,30.13,0,M,KPIE 241653Z 11008KT 10SM CLR 28/14 A3013 RMK AO2 SLP203 T02780144,KPIE,KPIE,2013-04-24 17:20:00+00:00,PRIMARY,0,0 days 00:27:00
WPR13CA162,ACC,86502,2013-03-19 12:48:00+00:00,Mesa,Arizona,United States,,N47964,FALSE,DirectorBrief,2013-07-18T04:00:00Z,None,0,0,0,The pilot’s failure to maintain directional control during the landing roll.,,33.45639,-111.723609,BOEING,B75N1,AIR,FFZ,Falcon Field Airport,FALSE,1,,PERS,091,Substantial,VMC,Arizona Wing Commemorative Air Force,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86502,5/7/2013 13:56,FFZ,2013-03-19 12:50:00+00:00,60.8,33.8,36.16,40,5,,20,29.92,0,M,KFFZ 191250Z 04005KT 20SM BKN150 16/01 A2992,FFZ,KFFZ,2013-03-19 12:48:00+00:00,PRIMARY,0,0 days 00:02:00
CEN13LA188,ACC,86395,2013-03-07 16:30:00+00:00,Olathe,Kansas,United States,,N715BB,FALSE,DirectorBrief,2013-12-11T05:00:00Z,None,0,0,0,"The pilot’s failure to maintain directional control during takeoff, which resulted in a runway excursion.",,38.847499,-94.737503,PIPER,PA 46-350P,AIR,KOJC,Johnson County Executive,FALSE,1,,PERS,091,Substantial,VMC,JOHNSON COUNTY AVIATION GROUP LLC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86395,9/6/2013 16:27,OJC,2013-03-07 16:53:00+00:00,37,25,61.35,140,7,,10,30.25,0,M,KOJC 071653Z 14007KT 10SM CLR 03/M04 A3025 RMK AO2 SLP252 T00281039,KOJC,KOJC,2013-03-07 16:30:00+00:00,PRIMARY,0,0 days 00:23:00
CEN13IA177,INC,86304,2013-02-21 10:30:00+00:00,Indianapolis,Indiana,United States,,N613TX,FALSE,DirectorBrief,2013-12-11T05:00:00Z,None,0,0,0,The pilots' failure to verify landing gear extension before landing.,,39.830833,-86.294441,TTX Air LLC,Lancair,AIR,EYE,Eagle Creek,TRUE,1,,INST,091,Minor,VMC,"TTX Air, LLC",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86304,7/31/2013 18:06,EYE,2013-02-21 10:53:00+00:00,20,15,81.09,50,4,,10,30.31,0,M,KEYE 211053Z AUTO 05004KT 10SM OVC016 M07/M09 A3031 RMK AO2 SLP277 T10671094 TSNO,EYE,KEYE,2013-02-21 10:30:00+00:00,PRIMARY,0,0 days 00:23:00
WPR13LA112,ACC,86126,2013-02-02 15:00:00+00:00,Camarillo,California,United States,,N342FS,FALSE,DirectorBrief,2015-08-25T04:00:00Z,None,0,0,0,A tailwheel vibration upon touchdown and the subsequent loss of directional control for reasons that could not be determined because postaccident examination revealed no mechanical malfunctions or failures that would have precluded normal operation.,,34.21389,-119.094444,CESSNA,305A,AIR,CMA,Camarillo,FALSE,1,,PERS,091,Substantial,VMC,Stanley Shaw,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=86126,7/15/2015 12:01,CMA,2013-02-02 14:55:00+00:00,53,45,73.89,260,3,,10,30.16,0,M,KCMA 021455Z 26003KT 10SM CLR 12/07 A3016 RMK AO2 SLP223 T01170072 51003 $,CMA,KCMA,2013-02-02 15:00:00+00:00,PRIMARY,0,0 days 00:05:00
CEN13FA038,ACC,85480,2012-10-31 09:30:00+00:00,Boyne City,Michigan,United States,,N401WS,FALSE,DirectorBrief,2014-08-28T04:00:00Z,None,0,0,0,"The select/bypass valve's failure to seal correctly because of improper shimming, which resulted in an uncommanded and uncontrollable left turn during landing. Contributing to the accident was the overhaul facility's improper overhaul of the steering manifold.",,45.208889,-84.989997,PIAGGIO,P180,AIR,N98,Boyne City Municipal Airport,FALSE,2,,POSI,091,Substantial,IMC,"Flagship Private Air, LLC",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=85480,8/7/2014 16:55,GLR,2012-10-31 09:53:00+00:00,32,31,95.73,,6,,8,29.6,0,M,KGLR 310953Z AUTO VRB06KT 8SM OVC005 00/M01 A2960 RMK AO2 SLP036 T00001006,N98,GLR,2012-10-31 09:30:00+00:00,FALLBACK,17.19107237800229,0 days 00:23:00
CEN12LA668,ACC,85219,2012-09-20 12:15:00+00:00,Pagosa Springs,Colorado,United States,,N140RV,FALSE,DirectorBrief,2014-01-13T05:00:00Z,None,0,0,0,The pilot’s failure to maintain directional control of the airplane during the landing roll. Contributing to the accident was the pilot’s lack of landing experience at high density altitudes.,,37.286388,-107.055831,THOMPSON,RV-6,AIR,PSO,Stevens Field Airport,TRUE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=85219,11/18/2013 19:36,PSO,2012-09-20 12:15:00+00:00,37.22,22.28,54.4,0,0,,10,30.34,0,M,KPSO 201215Z AUTO 00000KT 10SM CLR 03/M05 A3034 RMK AO2 T00291054,PSO,KPSO,2012-09-20 12:15:00+00:00,PRIMARY,0,0 days 00:00:00
WPR12CA368,ACC,84791,2012-08-21 14:15:00+00:00,McMinnville,Oregon,United States,,N8154N,FALSE,DirectorBrief,2012-12-05T05:00:00Z,None,0,0,0,"The pilot’s loss of directional control during the takeoff roll, which resulted in a runway excursion.",,45.194442,-123.136108,PIPER,PA-28-140,AIR,MMV,McMinnville Municipal Airport,FALSE,1,,PERS,091,Substantial,VMC,PACIFIC FLYERS INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=84791,9/25/2012 18:03,MMV,2012-08-21 13:53:00+00:00,58,53,83.82,0,0,,10,30.01,0,M,KMMV 211353Z AUTO 00000KT 10SM OVC030 14/12 A3001 RMK AO2 SLP159 T01440117,MMV,KMMV,2012-08-21 14:15:00+00:00,PRIMARY,0,0 days 00:22:00
CEN12LA471,ACC,84423,2012-07-21 11:20:00+00:00,Augusta,Kansas,United States,,N4749A,FALSE,DirectorBrief,2012-10-09T04:00:00Z,Minor,0,0,2,"The loss of brake effectiveness on landing roll for reasons that could not be determined because a postaccident brake system examination did not reveal any anomalies, which resulted in a runway excursion.",,37.671665,-97.077774,PIPER,PA-22-150,AIR,3AU,Augusta Municipal,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=84423,8/24/2012 15:47,AAO,2012-07-21 10:54:00+00:00,66,57,72.72,0,0,,10,30.06,0,M,KAAO 211054Z AUTO 00000KT 10SM CLR 19/14 A3006 RMK AO2 SLP163 T01890139,3AU,AAO,2012-07-21 11:20:00+00:00,FALLBACK,8.183267078447651,0 days 00:26:00
CEN12LA485,ACC,84472,2012-07-19 11:09:00+00:00,Englewood,Colorado,United States,,N2609W,FALSE,DirectorBrief,2013-02-14T05:00:00Z,None,0,0,0,The pilot's loss of directional control during landing.,,39.570278,-104.849441,MOONEY,M20E,AIR,APA,Centennial,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=84472,12/19/2012 20:55,APA,2012-07-19 10:53:00+00:00,67,47,48.6,160,8,,10,30.23,0,M,KAPA 191053Z 16008KT 10SM CLR 19/08 A3023 RMK AO2 SLP156 T01940083,APA,KAPA,2012-07-19 11:09:00+00:00,PRIMARY,0,0 days 00:16:00
CEN12IA451,INC,84354,2012-07-16 18:55:00+00:00,Marysville,Ohio,United States,,N566FD,FALSE,DirectorBrief,2013-08-13T04:00:00Z,None,0,0,0,"Fatigue failure of the left main wheel assembly on takeoff, which resulted in a loss of directional control and runway excursion.",,40.224723,-83.351669,FLIGHT DESIGN GMBH,CTLS,AIR,MRT,Union County,FALSE,1,,INST,091,Minor,VMC,New Flyers Association,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=84354,7/22/2013 13:32,MRT,2012-07-16 18:53:00+00:00,92.48,56.84,30.27,350,7,16,10,30,0,M,KMRT 161853Z AUTO 35007G16KT 320V020 10SM CLR 34/14 A3000 RMK AO2 T03360138,MRT,KMRT,2012-07-16 18:55:00+00:00,PRIMARY,0,0 days 00:02:00
CEN12CA450,ACC,84352,2012-07-14 12:30:00+00:00,Camdenton,Missouri,United States,,N3092B,FALSE,DirectorBrief,2012-10-09T04:00:00Z,None,0,0,0,"The pilot's loss of directional control on landing, which resulted in a runway excursion.",,37.973888,-92.691108,CESSNA,195B,AIR,H21,Camdenton Memorial,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=84352,8/13/2012 14:32,H21,2012-07-14 12:35:00+00:00,69.8,62.6,77.9,190,3,,10,30.07,0,M,KH21 141235Z AUTO 19003KT 10SM CLR 21/17 A3007 RMK AO2 LTG DSNT S,H21,KH21,2012-07-14 12:30:00+00:00,PRIMARY,0,0 days 00:05:00
WPR12LA272,ACC,84048,2012-06-20 19:00:00+00:00,Jackson,California,United States,,N524CC,FALSE,DirectorBrief,2013-02-14T05:00:00Z,None,0,0,0,"The student pilot's loss of directional control during landing, which resulted in a runway excursion.",,38.376667,-120.793891,CESSNA,150F,AIR,JAQ,Westover Field/Amador County,FALSE,1,,INST,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=84048,12/19/2012 17:49,SAC,2012-06-20 18:53:00+00:00,87,38,17.62,330,7,,10,29.8,0,M,KSAC 201853Z 33007KT 10SM CLR 31/03 A2980 RMK AO2 SLP091 T03060033,JAQ,SAC,2012-06-20 19:00:00+00:00,FALLBACK,33.92822420678193,0 days 00:07:00
CEN12LA379,ACC,84017,2012-06-17 15:00:00+00:00,Lakeview,Arkansas,United States,,N3094P,FALSE,DirectorBrief,2012-09-13T04:00:00Z,None,0,0,0,The pilot's improper flare and recovery from a bounced landing.,,36.349166,-92.555831,"Consolidated Aeronautics, Inc.",Lake LA-4-200,AIR,3M0,Gastons Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=84017,7/6/2012 18:26,BPK,2012-06-17 14:53:00+00:00,81,64,56.45,200,8,,9,30.02,0,M,KBPK 171453Z AUTO 20008KT 9SM CLR 27/18 A3002 RMK AO2 SLP153 T02720178 58016,3M0,BPK,2012-06-17 15:00:00+00:00,FALLBACK,4.254752569311396,0 days 00:07:00
WPR12LA262,ACC,83962,2012-06-08 10:15:00+00:00,Smith Valley,Nevada,United States,,N1875N,FALSE,DirectorBrief,2013-02-14T05:00:00Z,None,0,0,0,"The failure of the right main landing gear strut due to corrosion-induced fatigue, which resulted in a runway excursion.",,38.833332,-119.395553,CESSNA,120,AIR,NV33,Smith Valley,FALSE,1,,PERS,091,Substantial,VMC,Valley View Flyers LLC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=83962,12/19/2012 16:22,TVL,2012-06-08 09:53:00+00:00,45,35,68.05,0,0,,10,30.05,0,M,KTVL 080953Z AUTO 00000KT 10SM CLR 07/02 A3005 RMK AO2 SLP130 T00720017 TSNO,NV33,TVL,2012-06-08 10:15:00+00:00,FALLBACK,28.34822947417072,0 days 00:22:00
CEN12CA286,ACC,83596,2012-05-09 19:20:00+00:00,Cleburne,Texas,United States,,N727TA,FALSE,DirectorBrief,2012-08-07T04:00:00Z,None,0,0,0,"The pilot's inadvertent selection of flap 0 degrees during the go-around and the flight instructor’s inadequate supervision, which resulted in an aerodynamic stall at low altitude.",,32.353889,-97.433891,COSTRUZIONI AERONAUTICHE TECNA,P2006T,AIR,KCPT,Cleburne Regional,FALSE,2,,INST,091,Substantial,VMC,Skymates Inc,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=83596,6/8/2012 18:37,CPT,2012-05-09 19:15:00+00:00,80.6,42.8,26.22,60,11,15,10,30.04,0,M,KCPT 091915Z AUTO 06011G15KT 10SM CLR 27/06 A3004 RMK AO2,KCPT,KCPT,2012-05-09 19:20:00+00:00,PRIMARY,0,0 days 00:05:00
ERA12LA184,ACC,82918,2012-02-17 18:32:00+00:00,Fayetteville,North Carolina,United States,,N118RZ,FALSE,DirectorBrief,2013-08-29T04:00:00Z,Serious,0,1,1,"The pilot’s failure to maintain adequate separation behind a large airplane during landing, which resulted in an encounter with wake turbulence and a loss of control.",,34.985,-78.889442,MOONEY AIRPLANE CO INC,M20TN,AIR,FAY,Fayetteville Regional Airport,FALSE,1,,PERS,091,Substantial,VMC,Nitin D. Desai,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=82918,6/27/2013 19:59,FAY,2012-02-17 18:53:00+00:00,62,39,42.51,310,6,,10,30.05,0,M,KFAY 171853Z AUTO 31006KT 10SM CLR 17/04 A3005 RMK AO2 SLP170 T01670039 TSNO,FAY,KFAY,2012-02-17 18:32:00+00:00,PRIMARY,0,0 days 00:21:00
CEN12FA151,ACC,82842,2012-02-02 20:12:00+00:00,Pueblo,Colorado,United States,,N31WS,FALSE,DirectorBrief,2013-04-10T04:00:00Z,None,0,0,0,The captain's failure to maintain airplane control during an attempted crosswind takeoff on a contaminated runway.,,38.286666,-104.491111,GATES LEAR JET,35,AIR,PUB,Pueblo,FALSE,2,,PERS,091,Substantial,IMC,EXTRAPOINT LLC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=82842,2/27/2013 16:29,MKC,2012-02-02 19:54:00+00:00,63,24,22.52,140,7,,10,30.18,0,M,KMKC 021954Z 14007KT 10SM CLR 17/M04 A3018 RMK AO2 SLP221 T01721044,MKC,KMKC,2012-02-02 20:12:00+00:00,PRIMARY,0,0 days 00:18:00
CEN12LA147,ACC,82808,2012-02-02 14:10:00+00:00,Kansas City,Missouri,United States,,N6564V,FALSE,DirectorBrief,2013-08-07T04:00:00Z,None,0,0,0,"The failure of the nosewheel steering pushrod, which resulted in a loss of airplane directional control and runway excursion.",,39.149028,-94.57949,BELLANCA,17-30,AIR,MKC,Charles B. Wheeler Downtown,FALSE,1,,INST,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=82808,6/12/2013 17:49,MKC,2012-02-02 13:54:00+00:00,33,28,81.5,0,0,,10,30.26,0,M,KMKC 021354Z 00000KT 10SM CLR 01/M02 A3026 RMK AO2 SLP250 T00061022,MKC,KMKC,2012-02-02 14:10:00+00:00,PRIMARY,0,0 days 00:16:00
WPR12LA076,ACC,82645,2012-01-06 16:48:00+00:00,Phoenix,Arizona,United States,,N4175V,FALSE,DirectorBrief,2014-07-30T04:00:00Z,None,0,0,0,The pilot’s inability to maintain directional control during the landing roll for reasons that could not be determined because impact damage precluded determination of the preaccident functionality of the braking and steering systems.,,33.688331,-112.082496,PIPER,PA28,AIR,DVT,Phoenix Deer Valley,FALSE,1,,INST,091,Substantial,VMC,TransPac Aviation Academy,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=82645,6/20/2014 14:23,DVT,2012-01-06 16:53:00+00:00,56,27,32.61,330,5,,10,30.08,,M,KDVT 061653Z 33005KT 10SM CLR 13/M03 A3008 RMK AO2 SLP176 T01331028,DVT,KDVT,2012-01-06 16:48:00+00:00,PRIMARY,0,0 days 00:05:00
CEN12LA111,ACC,82545,2011-12-08 16:30:00+00:00,Batavia,Ohio,United States,,N5813,FALSE,DirectorBrief,2012-03-28T04:00:00Z,Minor,0,0,1,A loss of engine power due to failure of the engine oil cooler and subsequent oil starvation to the engine.,,39.078334,-84.210281,CURTISS WRIGHT,P40M,AIR,I69,Clermont County,FALSE,1,,INST,091,Substantial,VMC,Tri-State Warbird Museum,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=82545,2/8/2012 18:41,LUK,2011-12-08 16:53:00+00:00,38,27,64.29,210,8,,10,30.33,,M,KLUK 081653Z 21008KT 10SM CLR 03/M03 A3033 RMK AO2 SLP275 T00331028,I69,LUK,2011-12-08 16:30:00+00:00,FALLBACK,9.733351378,0 days 00:23:00
DCA12WA019,ACC,82472,2011-11-26 14:00:00+00:00,Huambo,,Angola,,N811DE,FALSE,,,None,0,0,0,,,-12.805,15.765,GULFSTREAM AMERICAN CORP.,G 1159,AIR,FNHU,Albano Machado Airport,FALSE,2,,PERS,NUSN,Substantial,,,,FALSE,,,FNT,2011-11-16 23:53:00+00:00,34,22,60.93,280,14,,10,30.02,,M,KFNT 162353Z 28014KT 10SM CLR 01/M06 A3002,FNT,KFNT,2011-11-26 14:00:00+00:00,PRIMARY,0,9 days 14:07:00
CEN12LA066,ACC,82320,2011-11-16 10:40:00+00:00,Flint,Michigan,United States,,N168SL,FALSE,DirectorBrief,2013-02-12T05:00:00Z,Minor,0,0,4,"The captain's failure to maintain directional control during landing with one engine inoperative. Contributing to the accident was an improperly installed clevis pin in the left engine power lever, the crew’s delay in accurately identifying their heading, and their subsequent selection of a runway with a strong crosswind.",,42.965278,-83.743614,PIAGGIO AERO INDUSTRIES SPA,P180,AIR,FNT,Bishop International Airport,FALSE,2,NSCH,PERS,091K,Substantial,VMC,AVANTAIR INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=82320,12/18/2012 17:43,FNT,2011-11-16 10:53:00+00:00,42,37,82.17,290,9,,10,29.83,,M,KFNT 161053Z 29009KT 10SM CLR 06/03 A2983 RMK AO2 SLP104      T00560028,FNT,KFNT,2011-11-16 10:40:00+00:00,PRIMARY,0,0 days 00:13:00
DCA12WA011,INC,82254,2011-11-03 11:10:00+00:00,Munich,,Germany,,9V-SWQ,FALSE,,2020-11-03T05:00:00Z,None,0,0,0,,,48.353889,11.78611,BOEING,777,AIR,EDDM,Munich Airport,FALSE,2,SCHD,,NUSC,Minor,,Singapore Airlines,,FALSE,,,EDDM,2011-11-03 11:20:00+00:00,41,41,100,70,10,,1.37,29.83,,BR,EDDM 031120Z 07010KT 2200 BR OVC003 05/05 Q1010 BECMG 3000 OVC005,EDDM,EDDM,2011-11-03 11:10:00+00:00,PRIMARY,0,0 days 00:10:00
CEN11LA658,ACC,81850,2011-09-18 15:40:00+00:00,Lancaster,Texas,United States,,N98D,FALSE,DirectorBrief,2011-12-01T05:00:00Z,None,0,0,0,"The failure of the tailwheel to remain locked during a crosswind landing, which resulted in a loss of directional control.",,32.577499,-96.717498,MARK DIVITA,RV-8,AIR,LNC,Lancaster Regional,TRUE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=81850,10/25/2011 14:28,LNC,2011-09-18 15:35:00+00:00,82.4,69.8,65.74,200,11,,10,30.04,,M,KLNC 181535Z AUTO 20011KT 10SM CLR 28/21 A3004 RMK AO2,LNC,KLNC,2011-09-18 15:40:00+00:00,PRIMARY,0,0 days 00:05:00
ERA11CA490,ACC,81793,2011-09-14 10:09:00+00:00,Naples,Florida,United States,,N10632,FALSE,DirectorBrief,2011-12-01T05:00:00Z,None,0,0,0,"The student pilot's improper flare, which resulted in a hard landing and subsequent loss of directional control.",,26.152221,-81.775558,CESSNA,172R,AIR,APF,Naples Municipal Airport,FALSE,1,,INST,091,Substantial,IMC,Orlando Flight Training,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=81793,10/25/2011 13:15,APF,2011-09-14 09:53:00+00:00,74,73,97.02,0,0,,8,29.9,,M,KAPF 140953Z 00000KT 8SM CLR 23/23 A2990 RMK AO2 SLP125      T02330228,APF,KAPF,2011-09-14 10:09:00+00:00,PRIMARY,0,0 days 00:16:00
ERA11LA491,ACC,81797,2011-09-05 19:05:00+00:00,Stevensville,Maryland,United States,,N950RC,FALSE,DirectorBrief,2012-03-20T04:00:00Z,None,0,0,0,The pilot did not maintain directional control during the landing roll.,,38.976387,-76.329444,CESSNA,TR182,AIR,W29,Bay Bridge Airport,FALSE,1,,PERS,091,Substantial,IMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=81797,2/3/2012 15:45,W29,2011-09-05 19:08:00+00:00,82.4,69.8,65.74,160,10,,10,29.76,,M,KW29 051908Z AUTO 16010KT 10SM SCT100 28/21 A2976 RMK AO1,W29,KW29,2011-09-05 19:05:00+00:00,PRIMARY,0,0 days 00:03:00
ANC11LA084,ACC,81559,2011-08-21 09:10:00+00:00,Dillingham,Alaska,United States,,N139F,FALSE,DirectorBrief,2011-11-03T04:00:00Z,None,0,0,0,"A loss of directional control during landing due to a rock lodged in the main landing gear wheel brake, resulting in a runway excursion and collision with terrain.",,59.044723,-158.505554,GRUMMAN,G-44,AIR,PADL,Dillingham,FALSE,2,NSCH,,135,Substantial,VMC,FRESH WATER ADVENTURES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=81559,10/3/2011 18:57,PADL,2011-08-21 09:16:00+00:00,53.6,51.8,93.6,300,3,,10,29.2,,M,PADL 210916Z 30003KT 10SM SCT043 BKN050 OVC090 12/11 A2920 RMK AO1 PNO,PADL,PADL,2011-08-21 09:10:00+00:00,PRIMARY,0,0 days 00:06:00
ERA11LA466,ACC,81545,2011-08-19 15:55:00+00:00,Manasses,Virginia,United States,,N133SR,FALSE,DirectorBrief,2012-11-26T05:00:00Z,None,0,0,0,"An undetermined nose landing gear steering anomaly or anomalies, which resulted in the pilot's inability to maintain directional control of the airplane during the landing rollout. The damage to the nose landing gear precluded a determination of the cause of the nose landing gear anomaly.",,38.721389,-77.515556,PIPER,PA46,AIR,HEF,Manassas Regional Airport,FALSE,1,,PERS,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=81545,8/17/2012 18:04,HEF,2011-08-19 15:55:00+00:00,,,,0,0,,10,29.93,,M,KHEF 191555Z AUTO 00000KT 10SM CLR A2993 RMK AO1,HEF,KHEF,2011-08-19 15:55:00+00:00,PRIMARY,0,0 days 00:00:00
CEN11LA596,ACC,81602,2011-08-17 17:45:00+00:00,Columbia,Illinois,United States,,N284E,FALSE,DirectorBrief,2011-12-01T05:00:00Z,None,0,0,0,Separation of the right main wheel during landing rollout for undetermined reasons.,,38.45222,-90.236114,SUMINSKI WALTER M,JABIRU SP,AIR,H49,Sackman Field,TRUE,1,,INST,091,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=81602,10/25/2011 12:26,CPS,2011-08-17 17:53:00+00:00,86,68,55.04,180,5,,10,30.02,,M,KCPS 171753Z 18005KT 10SM CLR 30/20 A3002 RMK AO2 SLP160 T03000200 10306 20211 58009,H49,CPS,2011-08-17 17:45:00+00:00,FALLBACK,7.8694936538590685,0 days 00:08:00
